,0
0,0.9666055532264161
0,1.1094784344625386
0,1.0679827732249516
0,1.094370696424226
0,1.134257613947425
0,1.1249170417804033
0,0.9904324416280166
0,1.000000014935921
0,1.000000036556701
0,1.0000000375581624
0,1.0000000289348558
0,1.0000000257355615
0,1.0000000518631058
0,1.0000000721088824
0,1.0000000203331452
0,0.9999999913150197
0,1.0000000244659253
0,1.0000000031671221
0,1.0000000090502077
0,0.9999999954134805
0,1.1156585384549382
0,1.0000000483775755
0,1.000000045047603
0,1.0000000675753922
0,1.000000089140299
0,1.0000000422349438
0,1.0000000360014079
0,1.0000000356643588
0,1.0000000284336863
0,1.0000000298634688
0,1.000000021450646
0,1.0000000368224042
0,1.000000028406376
0,1.0000000562675249
0,1.0000000938611944
0,1.0000000665018338
0,0.999999996086796
0,1.000000243615979
0,1.0000000519376286
0,1.0000000592423788
0,1.0000037286419499
0,0.9999999916491846
0,0.999999986730246
0,1.0279228989644889
0,0.9965815598037879
0,1.0176736187520703
0,1.0101608462765272
0,1.007820404045366
0,1.0049868552461942
0,1.0055715433560823
0,1.0001315134615043
0,1.0126911796009228
0,1.0113360099376576
0,1.0100223602522596
0,1.007800000977055
0,1.0116416881641042
0,0.9998547602609484
0,1.0038792931361737
0,1.0085677694844075
0,1.0083760638305113
0,1.0088311215256007
0,0.9990992752624972
0,1.0887533498829274
0,1.0630775633466516
0,1.1094079162346002
0,1.1906098582788458
0,1.0880979092359895
0,1.224067239797319
0,1.0749704680762284
0,1.0997048886530503
0,1.0128837196017855
0,1.0641214347195165
0,0.983086481040075
0,1.027090886475585
0,0.9853680521979754
0,0.9845477083702927
0,1.035986912862422
0,1.0424840964902657
0,1.0722189226799594
0,1.1573531807370356
0,1.1053315424586576
0,1.1236117929292773
0,1.028959327550198
0,1.0617521260288434
0,1.075933085357291
0,1.0871732069715034
0,1.080852082519337
0,1.1126721191047722
0,0.8858288243807276
0,1.0300924745482258
0,1.0456384976589153
0,1.13510589042153
0,1.1847474885605225
0,1.0771587403793226
0,1.0519797565484228
0,1.093564818982634
0,1.055299382859507
0,1.0417501551512374
0,1.0428999820433211
